Evénement;Date/Heure de l'événement;Pari;Paris/Pronostics;Cotes Première;Cotes Dernière;Chiffre d'affaires;Stakes (FreeBet) Toutes Formules;Stakes (FreeBet) Simple uniquement;Mises en pourcentage Toutes Formules;Mises en pourcentage Simple uniquement;Prise de jeu;Liability Montant;Liability RU Montant;Exposure Montant;Exposure RU Montant;Payout;Alerte;Enjeux à Cotes Fixes Simples;Enjeux à Cotes Fixes R / O Last Leg;Mise en cours Cote;CA en %;CA Simple %;Liability Simple;Stakes Multiples;Expected Stake Distribution %;Stake Deviation %;Prises de jeu annulées;Mises annulées (Paris gratuits)
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;R.Bautista;13;13;1;51 (50);51 (50);36,73 %;43,35 %;2;-538;-538;606;;607;;1 [2];;;1 %;100 %;-540;;5 %;770 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;B.Paire;90;75;5;5 (0);5 (0);3,64 %;4,29 %;1;-306;-306;370;;375;;5 [1];;;7 %;100 %;-308;;1 %;397 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;K.Nishikori;5;5;20;20 (0);20 (0);14,55 %;17,17 %;1;-31;-31;80;;100;;20 [1];;;29 %;100 %;-33;;13 %;33 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;R.Federer;2,6;2,6;39;58 (0);37 (0);41,82 %;31,33 %;8;-28;-32;62;5;95;;37 [5];;2 [1];56 %;95 %;-28;21;25 %;26 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;R.Haase;115;115;1;;;0,36 %;0,43 %;1;11;11;57;;58;;1 [1];;;1 %;100 %;9;;1 %;-24 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;K.Khachanov;17;17;2;2 (0);2 (0);1,45 %;1,72 %;1;35;35;32;;34;;2 [1];;;3 %;100 %;33;;4 %;-55 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;G.Monfils;15;15;2;2 (0);2 (0);1,45 %;1,72 %;1;39;39;28;;30;;2 [1];;;3 %;100 %;37;;4 %;-60 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;D.Medvedev;8;8;;;;;;;69;69;;;;;;;;;;67;;8 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;M.Raonic;8;8;;;;;;;69;69;;;;;;;;;;67;;8 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;M.Cilic;10;10;;;;;;;69;69;;;;;;;;;;67;;6 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;S.Tsitsipas;11;11;;;;;;;69;69;;;;;;;;;;67;;6 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;B.Coric;13;13;;;;;;;69;69;;;;;;;;;;67;;5 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;T.Berdych;15;15;;;;;;;69;69;;;;;;;;;;67;;4 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;F.Verdasco;45;45;;;;;;;69;69;;;;;;;;;;67;;1 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;M.Baghdatis;60;60;;;;;;;69;69;;;;;;;;;;67;;1 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;M.Kukushkin;70;70;;;;;;;69;69;;;;;;;;;;67;;1 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;M.Berrettini;90;75;;;;;;;69;69;;;;;;;;;;67;;1 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;P.Kohlschreiber;75;75;;;;;;;69;69;;;;;;;;;;67;;1 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;H.Hurkacz;90;90;;;;;;;69;69;;;;;;;;;;67;;1 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;M.Fucsovics;90;90;;;;;;;69;69;;;;;;;;;;67;;1 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;N.Basilashvili;90;90;;;;;;;69;69;;;;;;;;;;67;;1 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;A.Bedene;115;115;;;;;;;69;69;;;;;;;;;;67;;1 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;D.Dzumhur;125;125;;;;;;;69;69;;;;;;;;;;67;;1 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;D.Kudla;175;175;;;;;;;69;69;;;;;;;;;;67;;0 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;JL.Struff;175;175;;;;;;;69;69;;;;;;;;;;67;;0 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;M.Ebden;225;225;;;;;;;69;69;;;;;;;;;;67;;0 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;M.Safwat;400;400;;;;;;;69;69;;;;;;;;;;67;;0 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;R.Ramanathan;400;400;;;;;;;69;69;;;;;;;;;;67;;0 %;-100 %;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;A.Hoang;;;;;;;;;69;69;;;;;;;;;;67;;;;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;C.Moutet;;;;;;;;;69;69;;;;;;;;;;67;;;;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;E.Gerasimov;;;;;;;;;69;69;;;;;;;;;;67;;;;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;M.Basic;;;;;;;;;69;69;;;;;;;;;;67;;;;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;R.Berankis;;;;;;;;;69;69;;;;;;;;;;67;;;;;
Dubai H 2019 - Dubai H;25 févr. 2019 11:05:00;Vainqueur - Suspendu - Match;T.Fabbiano;;;;;;;;;69;69;;;;;;;;;;67;;;;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Panathinaïkos;1,65;1,45;20;109 (5);3 (0);100,00 %;100,00 %;23;-6;-189;189;223;11;;3 [2];4 [1];151 [8];100 %;15 %;-2;106;52 %;92 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Olympiakos;2,15;2,1;;;;;;;45;45;;;;;;;;;;3;;36 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;AEK Athènes;25;26;;;;;;;45;45;;;;;;;;;;3;;3 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;PAOK Thessal.;19,5;35;;;;;;;45;45;;;;;;;;;;3;;2 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Perist.Athènes;195;36;;;;;;;45;45;;;;;;;;;;3;;2 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;ASP Promitheas;34;44;;;;;;;45;45;;;;;;;;;;3;;2 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;GS Lavriou;49;110;;;;;;;45;45;;;;;;;;;;3;;1 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Aris Thess.;34;140;;;;;;;45;45;;;;;;;;;;3;;1 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Holargos;290;170;;;;;;;45;45;;;;;;;;;;3;;0 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Gymnastikos;145;210;;;;;;;45;45;;;;;;;;;;3;;0 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;GS Kimis;49;270;;;;;;;45;45;;;;;;;;;;3;;0 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Kolo.Rhodes;78;270;;;;;;;45;45;;;;;;;;;;3;;0 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Panionios;145;280;;;;;;;45;45;;;;;;;;;;3;;0 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Rethymnon;78;280;;;;;;;45;45;;;;;;;;;;3;;0 %;-100 %;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;AEK Athènes;;;;;;;;;45;45;;;;;;;;;;3;;;;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Aris Thess.;;;;;;;;;45;45;;;;;;;;;;3;;;;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Gymnastikos;;;;;;;;;45;45;;;;;;;;;;3;;;;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Kolo.Rhodes;;;;;;;;;45;45;;;;;;;;;;3;;;;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Olympiakos;;;;;;;;;45;45;;;;;;;;;;3;;;;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;PAOK Thessal.;;;;;;;;;45;45;;;;;;;;;;3;;;;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Panathinaïkos;;;;;;;;;45;45;;;;;;;;;;3;;;;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Panionios;;;;;;;;;45;45;;;;;;;;;;3;;;;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Perist.Athènes;;;;;;;;;45;45;;;;;;;;;;3;;;;;
Grèce A1 2018/19 - ESAKE;25 févr. 2019 13:45:00;Champion - Suspendu - Temps réglementaire;Rethymnon;;;;;;;;;45;45;;;;;;;;;;3;;;;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - Temps réglementaire;Kolo.Rhodes;8;7,5;29;37 (0);23 (0);3,33 %;100,00 %;9;442;355;238;100;173;;23 [4];;13 [4];14 %;79 %;-150;14;11 %;779 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - Temps réglementaire;N;17;17;;;;;;;628;628;;;;;;;;;;23;;5 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - Temps réglementaire;Panathinaïkos;1,01;1,02;183;1062 (0);;96,67 %;;133;32;11;25;606;11;;;11 [3];596 [79];86 %;;23;1062;84 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - Mi-temps;Kolo.Rhodes;6;5,5;;;;;;;;;;;;;;;;;;;;15 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - Mi-temps;N;16;15;;;;;;;;;;;;;;;;;;;;6 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - Mi-temps;Panathinaïkos;1,03;1,05;8;30 (0);;100,00 %;;1;;;;;;;;;;100 %;;;30;79 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 2ème Mi-temps;Kolo.Rhodes;5;4,25;;;;;;;65;65;;;;;;;;;;;;20 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 2ème Mi-temps;N;15;14;;;;;;;65;65;;;;;;;;;;;;6 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 2ème Mi-temps;Panathinaïkos;1,07;1,12;10;80 (0);;100,00 %;;2;;-68;68;133;;;;;124 [7];100 %;;;80;74 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 1er Quart-temps;Kolo.Rhodes;4,6;4,2;;;;;;;1;1;;;;;;;;;;1;;20 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 1er Quart-temps;N;14;13;1;;;100,00 %;100,00 %;1;-6;-6;6;;7;;1 [1];;;100 %;100 %;-6;;6 %;1460 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 1er Quart-temps;Panathinaïkos;1,1;1,13;;;;;;;1;1;;;;;;;;;;1;;74 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 2ème Quart-temps;Kolo.Rhodes;4,3;4;;;;;;;;;;;;;;;;;;;;21 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 2ème Quart-temps;N;14;13;;;;;;;;;;;;;;;;;;;;6 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 2ème Quart-temps;Panathinaïkos;1,12;1,15;;;;;;;;;;;;;;;;;;;;73 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 3ème Quart-temps;Kolo.Rhodes;3,9;3,65;;;;;;;;;;;;;;;;;;;;23 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 3ème Quart-temps;N;14;13;;;;;;;;;;;;;;;;;;;;6 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;1 N 2 - Ouvert - 3ème Quart-temps;Panathinaïkos;1,15;1,18;;;;;;;;;;;;;;;;;;;;71 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - Match;Kolo.Rhodes;5,8;5,8;1;;;2,13 %;100,00 %;1;21;21;2;;3;;1 [1];;;21 %;100 %;-2;;15 %;574 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - Match;Panathinaïkos;1,01;1,01;2;23 (0);;97,87 %;;3;1;0;1;24;;;;;23 [3];79 %;;1;23;85 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - Mi-temps;Kolo.Rhodes;5,1;4,9;;;;;;;;;;;;;;;;;;;;17 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - Mi-temps;Panathinaïkos;1,02;1,03;;;;;;;;;;;;;;;;;;;;83 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - 2ème Mi-temps;Kolo.Rhodes;4,5;4;;;;;;;;;;;;;;;;;;;;21 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - 2ème Mi-temps;Panathinaïkos;1,05;1,08;;;;;;;;;;;;;;;;;;;;79 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - 1er Quart-temps;Kolo.Rhodes;4,5;4;1;;;100,00 %;100,00 %;1;-1;-1;2;;2;;1 [1];;;100 %;100 %;-1;;21 %;370 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - 1er Quart-temps;Panathinaïkos;1,05;1,08;;;;;;;1;1;;;;;;;;;;1;;79 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - 2ème Quart-temps;Kolo.Rhodes;4,3;3,9;;;;;;;;;;;;;;;;;;;;22 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - 2ème Quart-temps;Panathinaïkos;1,06;1,09;;;;;;;;;;;;;;;;;;;;78 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - 3ème Quart-temps;Kolo.Rhodes;4;3,65;;;;;;;;;;;;;;;;;;;;23 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face - Ouvert - 3ème Quart-temps;Panathinaïkos;1,08;1,11;;;;;;;;;;;;;;;;;;;;77 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+11,5];2,15;2,3;;;;;;;;;;;;;;;;;;;;37 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-11,5];1,4;1,35;;;;;;;;;;;;;;;;;;;;63 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+12,5];2,05;2,15;;;;;;;;;;;;;;;;;;;;39 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-12,5];1,45;1,4;50;100 (0);;100,00 %;;1;;;;;;;;;;100 %;;;100;61 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+13,5];2,3;2,05;;;;;;;;;;;;;;;;;;;;41 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-13,5];1,35;1,45;;;;;;;;;;;;;;;;;;;;59 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+14,5];2,15;1,93;;;;;;;1;1;;;;;;;;;;1;;44 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-14,5];1,4;1,52;1;1 (0);1 (0);100,00 %;100,00 %;1;-1;-1;1;;2;;1 [1];;;100 %;100 %;-1;;56 %;79 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+15,5];2,05;1,81;;;;;;;;;;;;;;;;;;;;47 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-15,5];1,45;1,6;;;;;;;;;;;;;;;;;;;;53 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+16,5];1,93;1,7;;;;;;;;;;;;;;;;;;;;50 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-16,5];1,52;1,7;;;;;;;;;;;;;;;;;;;;50 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+17,5];1,81;1,61;;;;;;;;;;;;;;;;;;;;53 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-17,5];1,6;1,8;;;;;;;;;;;;;;;;;;;;47 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+18,5];1,7;1,51;;;;;;;;;;;;;;;;;;;;56 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-18,5];1,7;1,95;;;;;;;;;;;;;;;;;;;;44 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+19,5];1,61;1,43;;;;;;;;;;;;;;;;;;;;59 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-19,5];1,8;2,1;;;;;;;;;;;;;;;;;;;;41 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+20,5];1,51;1,37;;;;;;;;;;;;;;;;;;;;62 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-20,5];1,95;2,25;;;;;;;;;;;;;;;;;;;;38 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+21,5];1,43;1,32;;;;;;;;;;;;;;;;;;;;65 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-21,5];2,1;2,4;;;;;;;;;;;;;;;;;;;;35 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+22,5];1,37;1,26;;;;;;;;;;;;;;;;;;;;67 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-22,5];2,25;2,6;;;;;;;;;;;;;;;;;;;;33 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+23,5];1,32;1,23;;;;;;;;;;;;;;;;;;;;69 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-23,5];2,4;2,75;;;;;;;;;;;;;;;;;;;;31 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+24,5];1,26;1,19;;;;;;;;;;;;;;;;;;;;72 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-24,5];2,6;3;;;;;;;;;;;;;;;;;;;;28 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Kolo.Rhodes [+25,5];1,23;1,14;;;;;;;;;;;;;;;;;;;;74 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Temps réglementaire;Panathinaïkos [-25,5];2,75;3,3;;;;;;;;;;;;;;;;;;;;26 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Match;Kolo.Rhodes [+17,5];1,7;1,7;;;;;;;;;;;;;;;;;;;;50 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Match;Panathinaïkos [-17,5];1,7;1,7;;;;;;;;;;;;;;;;;;;;50 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Match;Kolo.Rhodes [+19,5];1,6;1,6;;;;;;;;;;;;;;;;;;;;53 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Match;Panathinaïkos [-19,5];1,8;1,8;;;;;;;;;;;;;;;;;;;;47 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Mi-temps;Kolo.Rhodes [+9,5];1,6;1,6;1;5 (0);;100,00 %;;1;;;;;;;;;;100 %;;;5;53 %;-100 %;;
Kolo.Rhodes vs Panathinaïkos - ESAKE;25 févr. 2019 13:45:00;Face à Face Handicap (point) - Ouvert - Mi-temps;Panathinaïkos [-9,5];1,8;1,8;;;;;;;;;;;;;;;;;;;;47 %;-100 %;;
